dataset_id	tissue_general
80a2c5b6-02e7-4fc0-9f12-179f5247c1bc	lymph node
e51bae9a-c747-4b64-904a-4da7cda218ab	pancreas
1a38e762-2465-418f-b81c-6a4bce261c34	brain
1a38e762-2465-418f-b81c-6a4bce261c34	embryo
066943a2-fdac-4b29-b348-40cede398e4e	lung
066943a2-fdac-4b29-b348-40cede398e4e	respiratory system
066943a2-fdac-4b29-b348-40cede398e4e	nose
01ad3cd7-3929-4654-84c0-6db05bd5fd59	blood
cff99df2-4904-44f7-9173-ff837f95606e	brain
0325478a-9b52-45b5-b40a-2e2ab0d72eb1	brain
0325478a-9b52-45b5-b40a-2e2ab0d72eb1	spinal cord
ae4f8ddd-cac9-4172-9681-2175da462f2e	brain
842c6f5d-4a94-4eef-8510-8c792d1124bc	breast
48101fa2-1a63-4514-b892-53ea1d3a8657	skin of body
48101fa2-1a63-4514-b892-53ea1d3a8657	spleen
48101fa2-1a63-4514-b892-53ea1d3a8657	yolk sac
48101fa2-1a63-4514-b892-53ea1d3a8657	liver
48101fa2-1a63-4514-b892-53ea1d3a8657	endocrine gland
48101fa2-1a63-4514-b892-53ea1d3a8657	digestive system
48101fa2-1a63-4514-b892-53ea1d3a8657	bone marrow
48101fa2-1a63-4514-b892-53ea1d3a8657	kidney
48101fa2-1a63-4514-b892-53ea1d3a8657	lymph node
c7775e88-49bf-4ba2-a03b-93f00447c958	blood
65badd7a-9262-4fd1-9ce2-eb5dc0ca8039	heart
975fd2d3-1982-47a1-9ef7-8cde3345f219	eye
1fc48734-35ee-4372-885c-95fd2674c75a	brain
350237e0-9f48-4cbd-9140-3b44495549f3	lung
95ce06a0-7de9-4ab2-bcd1-a6625f55e7e3	eye
8c0a3574-b0ad-4e4f-b5d3-d1a743b00d4a	eye
3c361813-5d5e-4868-bfe5-e7591e7b5381	brain
c888b684-6c51-431f-972a-6c963044cef0	brain
b252b015-b488-4d5c-b16e-968c13e48a2c	uterus
b252b015-b488-4d5c-b16e-968c13e48a2c	fallopian tube
b252b015-b488-4d5c-b16e-968c13e48a2c	abdomen
b252b015-b488-4d5c-b16e-968c13e48a2c	omentum
b252b015-b488-4d5c-b16e-968c13e48a2c	ovary
b252b015-b488-4d5c-b16e-968c13e48a2c	intestine
b252b015-b488-4d5c-b16e-968c13e48a2c	colon
b252b015-b488-4d5c-b16e-968c13e48a2c	urinary bladder
b252b015-b488-4d5c-b16e-968c13e48a2c	musculature
b252b015-b488-4d5c-b16e-968c13e48a2c	liver
b252b015-b488-4d5c-b16e-968c13e48a2c	large intestine
b252b015-b488-4d5c-b16e-968c13e48a2c	lymph node
b252b015-b488-4d5c-b16e-968c13e48a2c	paracolic gutter
0ba636a1-4754-4786-a8be-7ab3cf760fd6	breast
34deb33b-a50e-4993-a38b-1c0e5079c1c2	pleural fluid
34deb33b-a50e-4993-a38b-1c0e5079c1c2	lymph node
34deb33b-a50e-4993-a38b-1c0e5079c1c2	lung
34deb33b-a50e-4993-a38b-1c0e5079c1c2	axilla
34deb33b-a50e-4993-a38b-1c0e5079c1c2	adrenal gland
34deb33b-a50e-4993-a38b-1c0e5079c1c2	liver
fd072bc3-2dfb-46f8-b4e3-467cb3223182	skin of body
fd072bc3-2dfb-46f8-b4e3-467cb3223182	spleen
fd072bc3-2dfb-46f8-b4e3-467cb3223182	yolk sac
fd072bc3-2dfb-46f8-b4e3-467cb3223182	liver
fd072bc3-2dfb-46f8-b4e3-467cb3223182	endocrine gland
fd072bc3-2dfb-46f8-b4e3-467cb3223182	digestive system
fd072bc3-2dfb-46f8-b4e3-467cb3223182	bone marrow
fd072bc3-2dfb-46f8-b4e3-467cb3223182	kidney
fd072bc3-2dfb-46f8-b4e3-467cb3223182	lymph node
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	endocrine gland
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	heart
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	musculature
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	eye
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	uterus
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	adipose tissue
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	ovary
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	vasculature
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	lung
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	liver
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	tongue
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	exocrine gland
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	respiratory system
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	bladder organ
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	prostate gland
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	skin of body
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	large intestine
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	lymph node
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	small intestine
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	stomach
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	bone marrow
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	colon
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	pancreas
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	testis
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	sensory system
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	peripheral nervous system
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	mucosa
a68b64d8-aee3-4947-81b7-36b8fe5a44d2	spleen
b74100ea-1a1a-486a-9cad-70ae44150935	brain
b0e547f0-462b-4f81-b31b-5b0a5d96f537	blood
74014ef8-d2d0-4cbc-8ba2-037f30753ffd	brain
56c4912d-2bae-4b64-98f2-af8a84389208	brain
218acb0f-9f2f-4f76-b90b-15a4b7c7f629	blood
97a17473-e2b1-4f31-a544-44a60773e2dd	liver
97a17473-e2b1-4f31-a544-44a60773e2dd	heart
97a17473-e2b1-4f31-a544-44a60773e2dd	lung
97a17473-e2b1-4f31-a544-44a60773e2dd	uterus
97a17473-e2b1-4f31-a544-44a60773e2dd	ovary
97a17473-e2b1-4f31-a544-44a60773e2dd	tongue
97a17473-e2b1-4f31-a544-44a60773e2dd	exocrine gland
97a17473-e2b1-4f31-a544-44a60773e2dd	endocrine gland
97a17473-e2b1-4f31-a544-44a60773e2dd	prostate gland
97a17473-e2b1-4f31-a544-44a60773e2dd	eye
97a17473-e2b1-4f31-a544-44a60773e2dd	skin of body
97a17473-e2b1-4f31-a544-44a60773e2dd	large intestine
97a17473-e2b1-4f31-a544-44a60773e2dd	bladder organ
97a17473-e2b1-4f31-a544-44a60773e2dd	small intestine
97a17473-e2b1-4f31-a544-44a60773e2dd	respiratory system
97a17473-e2b1-4f31-a544-44a60773e2dd	stomach
97a17473-e2b1-4f31-a544-44a60773e2dd	musculature
97a17473-e2b1-4f31-a544-44a60773e2dd	kidney
97a17473-e2b1-4f31-a544-44a60773e2dd	colon
97a17473-e2b1-4f31-a544-44a60773e2dd	pancreas
97a17473-e2b1-4f31-a544-44a60773e2dd	testis
97a17473-e2b1-4f31-a544-44a60773e2dd	sensory system
97a17473-e2b1-4f31-a544-44a60773e2dd	peripheral nervous system
97a17473-e2b1-4f31-a544-44a60773e2dd	mucosa
13149914-ea03-4f01-8bf6-b793b667127b	cortex
13149914-ea03-4f01-8bf6-b793b667127b	brain
13149914-ea03-4f01-8bf6-b793b667127b	head
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	digestive system
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	gallbladder
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	liver
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	small intestine
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	colon
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	intestine
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	respiratory system
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	lung
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	pancreas
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	prostate gland
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	exocrine gland
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	stomach
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	endocrine gland
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	nose
232f6a5a-a04c-4758-a6e8-88ab2e3a6e69	lung
232f6a5a-a04c-4758-a6e8-88ab2e3a6e69	brain
232f6a5a-a04c-4758-a6e8-88ab2e3a6e69	lymph node
232f6a5a-a04c-4758-a6e8-88ab2e3a6e69	pleural fluid
232f6a5a-a04c-4758-a6e8-88ab2e3a6e69	liver
232f6a5a-a04c-4758-a6e8-88ab2e3a6e69	adrenal gland
a9c78d49-06c2-4195-97e0-33fe6dcb54a1	blood
c838aec3-03ef-4398-b882-0e3912abfff0	blood
9dbab10c-118d-496b-966a-67f1763a6b7d	blood
9dbab10c-118d-496b-966a-67f1763a6b7d	lung
9dbab10c-118d-496b-966a-67f1763a6b7d	saliva
646e3e87-e46b-4b12-85b5-8d8589e26088	brain
c3aa4f95-7a18-4a7d-8dd8-ca324d714363	brain
1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	lung
1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	brain
1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	lymph node
1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	pleural fluid
1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	liver
1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	adrenal gland
3a805b8d-c9d8-4c9b-881f-0eefa635974d	brain
0129dbd9-a7d3-4f6b-96b9-1da155a93748	eye
55003f67-c494-46f1-83fb-902745646379	breast
d7f5d8d0-6150-48d7-b094-c34286ad11a1	brain
c5d88abe-f23a-45fa-a534-788985e93dad	lymph node
c5d88abe-f23a-45fa-a534-788985e93dad	endocrine gland
c5d88abe-f23a-45fa-a534-788985e93dad	liver
c5d88abe-f23a-45fa-a534-788985e93dad	heart
c5d88abe-f23a-45fa-a534-788985e93dad	lung
c5d88abe-f23a-45fa-a534-788985e93dad	musculature
c5d88abe-f23a-45fa-a534-788985e93dad	spleen
c5d88abe-f23a-45fa-a534-788985e93dad	bone marrow
c5d88abe-f23a-45fa-a534-788985e93dad	adipose tissue
c5d88abe-f23a-45fa-a534-788985e93dad	ovary
c5d88abe-f23a-45fa-a534-788985e93dad	vasculature
c5d88abe-f23a-45fa-a534-788985e93dad	tongue
c5d88abe-f23a-45fa-a534-788985e93dad	exocrine gland
c5d88abe-f23a-45fa-a534-788985e93dad	respiratory system
c5d88abe-f23a-45fa-a534-788985e93dad	bladder organ
c5d88abe-f23a-45fa-a534-788985e93dad	prostate gland
c5d88abe-f23a-45fa-a534-788985e93dad	blood
c5d88abe-f23a-45fa-a534-788985e93dad	skin of body
c5d88abe-f23a-45fa-a534-788985e93dad	eye
c5d88abe-f23a-45fa-a534-788985e93dad	small intestine
c5d88abe-f23a-45fa-a534-788985e93dad	large intestine
c5d88abe-f23a-45fa-a534-788985e93dad	stomach
c5d88abe-f23a-45fa-a534-788985e93dad	kidney
c5d88abe-f23a-45fa-a534-788985e93dad	uterus
c5d88abe-f23a-45fa-a534-788985e93dad	colon
c5d88abe-f23a-45fa-a534-788985e93dad	pancreas
c5d88abe-f23a-45fa-a534-788985e93dad	testis
c5d88abe-f23a-45fa-a534-788985e93dad	sensory system
c5d88abe-f23a-45fa-a534-788985e93dad	peripheral nervous system
c5d88abe-f23a-45fa-a534-788985e93dad	mucosa
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	eye
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	adrenal gland
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	brain
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	heart
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	intestine
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	kidney
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	liver
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	lung
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	musculature
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	pancreas
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	placenta
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	spleen
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	stomach
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	endocrine gland
9f222629-9e39-47d0-b83f-e08d610c7479	lung
9f222629-9e39-47d0-b83f-e08d610c7479	respiratory system
9f222629-9e39-47d0-b83f-e08d610c7479	nose
d3cb449b-c2b1-4b50-a7f1-21203535fe61	brain
8e10f1c4-8e98-41e5-b65f-8cd89a887122	brain
8e10f1c4-8e98-41e5-b65f-8cd89a887122	spinal cord
d6505c89-c43d-4c28-8c4f-7351a5fd5528	eye
53d208b0-2cfd-4366-9866-c3c6114081bc	lymph node
53d208b0-2cfd-4366-9866-c3c6114081bc	endocrine gland
53d208b0-2cfd-4366-9866-c3c6114081bc	liver
53d208b0-2cfd-4366-9866-c3c6114081bc	heart
53d208b0-2cfd-4366-9866-c3c6114081bc	lung
53d208b0-2cfd-4366-9866-c3c6114081bc	musculature
53d208b0-2cfd-4366-9866-c3c6114081bc	spleen
53d208b0-2cfd-4366-9866-c3c6114081bc	eye
53d208b0-2cfd-4366-9866-c3c6114081bc	bone marrow
53d208b0-2cfd-4366-9866-c3c6114081bc	uterus
53d208b0-2cfd-4366-9866-c3c6114081bc	adipose tissue
53d208b0-2cfd-4366-9866-c3c6114081bc	ovary
53d208b0-2cfd-4366-9866-c3c6114081bc	vasculature
53d208b0-2cfd-4366-9866-c3c6114081bc	tongue
53d208b0-2cfd-4366-9866-c3c6114081bc	exocrine gland
53d208b0-2cfd-4366-9866-c3c6114081bc	respiratory system
53d208b0-2cfd-4366-9866-c3c6114081bc	bladder organ
53d208b0-2cfd-4366-9866-c3c6114081bc	prostate gland
53d208b0-2cfd-4366-9866-c3c6114081bc	blood
53d208b0-2cfd-4366-9866-c3c6114081bc	skin of body
53d208b0-2cfd-4366-9866-c3c6114081bc	large intestine
53d208b0-2cfd-4366-9866-c3c6114081bc	small intestine
53d208b0-2cfd-4366-9866-c3c6114081bc	stomach
53d208b0-2cfd-4366-9866-c3c6114081bc	kidney
53d208b0-2cfd-4366-9866-c3c6114081bc	colon
53d208b0-2cfd-4366-9866-c3c6114081bc	pancreas
53d208b0-2cfd-4366-9866-c3c6114081bc	testis
53d208b0-2cfd-4366-9866-c3c6114081bc	sensory system
53d208b0-2cfd-4366-9866-c3c6114081bc	peripheral nervous system
53d208b0-2cfd-4366-9866-c3c6114081bc	mucosa
c2876b1b-06d8-4d96-a56b-5304f815b99a	brain
6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	brain
